city,state_name,lat,lng,population,location_id
Paragould,Arkansas,36.0555,-90.5149,29690,2535
Hazleton,Pennsylvania,40.9505,-75.9725,29671,2536
Rahway,New Jersey,40.6077,-74.2807,29664,2537
Lathrop,California,37.809,-121.3131,29633,2538
Matthews,North Carolina,35.1195,-80.7101,29613,2539
Laurel,Maryland,39.0949,-76.8622,29581,2540
Schererville,Indiana,41.4861,-87.4442,29573,2541
Hobart,Indiana,41.514,-87.2729,29573,2542
Burton,Michigan,42.9974,-83.6175,29568,2543
Eastern Goleta Valley,California,34.4448,-119.7879,29563,2544
East Palo Alto,California,37.4671,-122.1352,29520,2545
Central,Louisiana,30.5593,-91.0369,29518,2546
Hutto,Texas,30.5396,-97.544,29498,2547
Fountain,Colorado,38.6886,-104.6829,29498,2548
Garfield Heights,Ohio,41.4199,-81.6038,29497,2549
Greenville,Mississippi,33.385,-91.0514,29495,2550
Oak Park,Michigan,42.4649,-83.1824,29495,2551
Melrose,Massachusetts,42.4556,-71.059,29477,2552
Texarkana,Arkansas,33.436,-93.9959,29404,2553
Golden Gate,Florida,26.1844,-81.7031,29400,2554
Brownsburg,Indiana,39.8337,-86.383,29379,2555
Bluffton,South Carolina,32.2135,-80.9316,29375,2556
Crofton,Maryland,39.0144,-76.68,29358,2557
Carney,Maryland,39.405,-76.5235,29352,2558
Suisun City,California,38.2473,-122.0091,29350,2559
Anderson,South Carolina,34.5211,-82.6478,29345,2560
Jacksonville,Arkansas,34.8807,-92.1304,29332,2561
Kirkwood,Missouri,38.5788,-90.4203,29309,2562
Sun City Center,Florida,27.715,-82.3569,29290,2563
Magna,Utah,40.7634,-112.1599,29275,2564
Oakleaf Plantation,Florida,30.1689,-81.8337,29265,2565
Perry Hall,Maryland,39.4068,-76.478,29255,2566
East Lake-Orient Park,Florida,27.997,-82.3653,29243,2567
Drexel Hill,Pennsylvania,39.9495,-75.3038,29231,2568
Orchards,Washington,45.689,-122.5306,29214,2569
Washington,Utah,37.1303,-113.4878,29161,2570
Shaker Heights,Ohio,41.4744,-81.5496,29157,2571
McDonough,Georgia,33.4397,-84.1505,29134,2572
Burbank,Illinois,41.7444,-87.7686,29122,2573
Englewood,New Jersey,40.8917,-73.9736,29109,2574
Danville,Illinois,40.1426,-87.6111,29100,2575
Casselberry,Florida,28.6624,-81.3217,29092,2576
Mehlville,Missouri,38.5018,-90.3149,29089,2577
Lake in the Hills,Illinois,42.1913,-88.3477,28958,2578
Laplace,Louisiana,30.0731,-90.4758,28956,2579
Russellville,Arkansas,35.2762,-93.1383,28946,2580
Greenville,Texas,33.1116,-96.1099,28923,2581
Haines City,Florida,28.1102,-81.6157,28922,2582
Easton,Pennsylvania,40.6858,-75.2209,28883,2583
Ruskin,Florida,27.7065,-82.4209,28878,2584
Stockbridge,Georgia,33.5254,-84.2295,28858,2585
Jeffersontown,Kentucky,38.2049,-85.5701,28796,2586
Bixby,Oklahoma,35.9454,-95.8776,28731,2587
Independence,Kentucky,38.951,-84.5492,28722,2588
Harrison,New York,41.0236,-73.7193,28721,2589
Lansing,Illinois,41.5648,-87.5462,28713,2590
Jamestown,New York,42.0976,-79.2367,28679,2591
Statesville,North Carolina,35.7842,-80.8713,28576,2592
Madison Heights,Michigan,42.5073,-83.1034,28521,2593
Monroeville,Pennsylvania,40.4262,-79.7605,28517,2594
Enterprise,Alabama,31.3275,-85.8463,28513,2595
Frankfort,Kentucky,38.1924,-84.8643,28460,2596
South Laurel,Maryland,39.0603,-76.8456,28427,2597
Forest Hills,Michigan,42.9577,-85.4895,28425,2598
Short Pump,Virginia,37.6549,-77.6201,28400,2599
Allen Park,Michigan,42.2595,-83.2107,28395,2600
Aberdeen,South Dakota,45.4649,-98.4686,28388,2601
New Iberia,Louisiana,30.0049,-91.8202,28363,2602
Clarksburg,Maryland,39.2246,-77.2659,28337,2603
Glen Ellyn,Illinois,41.8666,-88.0629,28304,2604
Monsey,New York,41.1181,-74.0682,28287,2605
Northampton,Massachusetts,42.3266,-72.6745,28245,2606
Temescal Valley,California,33.7581,-117.4677,28227,2607
Bergenfield,New Jersey,40.9236,-73.9982,28223,2608
Walnut,California,34.0334,-117.8593,28212,2609
Henderson,Kentucky,37.8397,-87.5798,28166,2610
Eagle Pass,Texas,28.7125,-100.484,28166,2611
Glen Cove,New York,40.8709,-73.6287,28132,2612
Ridgecrest,California,35.6308,-117.6622,28118,2613
Maryland Heights,Missouri,38.7189,-90.4749,28099,2614
Converse,Texas,29.5091,-98.3084,28052,2615
Oakdale,Minnesota,44.9876,-92.9641,28029,2616
Twentynine Palms,California,34.1478,-116.0659,28006,2617
Lake Jackson,Texas,29.0516,-95.4521,27954,2618
Garden City,Kansas,37.9753,-100.8527,27933,2619
Maple Valley,Washington,47.3659,-122.0368,27889,2620
Daphne,Alabama,30.6263,-87.8816,27861,2621
Hamtramck,Michigan,42.3954,-83.0559,27842,2622
Sachse,Texas,32.9726,-96.5793,27829,2623
Belmont,California,37.5154,-122.2953,27820,2624
Rockledge,Florida,28.3203,-80.736,27808,2625
Tualatin,Oregon,45.3772,-122.7748,27804,2626
Wilmette,Illinois,42.0771,-87.7282,27801,2627
Williston,North Dakota,48.1814,-103.6364,27783,2628
Ramsey,Minnesota,45.2617,-93.4494,27774,2629
Chaska,Minnesota,44.8164,-93.6091,27764,2630
Williamsport,Pennsylvania,41.2399,-77.037,27755,2631
Immokalee,Florida,26.4253,-81.4251,27753,2632
Dodge City,Kansas,37.7611,-100.0182,27721,2633
Clinton,Mississippi,32.354,-90.3403,27668,2634
Huntley,Illinois,42.1599,-88.433,27652,2635
Mount Pleasant,Wisconsin,42.7129,-87.8876,27640,2636
Tysons,Virginia,38.9215,-77.2273,27617,2637
Reisterstown,Maryland,39.455,-76.814,27616,2638
Prior Lake,Minnesota,44.7246,-93.4419,27608,2639
New London,Connecticut,41.3502,-72.1022,27596,2640
Madison,Mississippi,32.4738,-90.13,27595,2641
Homewood,Alabama,33.4619,-86.809,27557,2642
Fortuna Foothills,Arizona,32.6616,-114.3974,27552,2643
Marion,Indiana,40.5497,-85.6604,27528,2644
Millville,New Jersey,39.3903,-75.0561,27523,2645
Marshalltown,Iowa,42.0343,-92.9068,27511,2646
McHenry,Illinois,42.3387,-88.2932,27493,2647
Lemon Grove,California,32.7331,-117.0344,27482,2648
Crestview,Florida,30.7477,-86.5785,27427,2649
Mililani Town,Hawaii,21.4465,-158.0147,27423,2650
Chicago Heights,Illinois,41.51,-87.6345,27366,2651
Kent,Ohio,41.149,-81.361,27336,2652
Green,Ohio,40.9483,-81.4757,27333,2653
Alvin,Texas,29.3872,-95.2938,27325,2654
Balch Springs,Texas,32.7194,-96.6151,27322,2655
Neenah,Wisconsin,44.1669,-88.4767,27309,2656
Deer Park,New York,40.7623,-73.3218,27304,2657
Ilchester,Maryland,39.2187,-76.7683,27300,2658
Mason City,Iowa,43.1487,-93.1997,27271,2659
Citrus Park,Florida,28.073,-82.5628,27260,2660
Pearl,Mississippi,32.273,-90.0918,27255,2661
New Lenox,Illinois,41.5095,-87.9703,27242,2662
Kahului,Hawaii,20.8715,-156.4603,27233,2663
Fremont,Nebraska,41.4395,-96.4873,27230,2664
Holbrook,New York,40.7944,-73.07,27220,2665
Garden City,Michigan,42.3244,-83.3412,27203,2666
Oak Forest,Illinois,41.6054,-87.7527,27199,2667
Ewa Gentry,Hawaii,21.3344,-158.0262,27198,2668
West Islip,New York,40.7041,-73.2954,27192,2669
Kernersville,North Carolina,36.1065,-80.0842,27177,2670
West Linn,Oregon,45.367,-122.6399,27167,2671
Lindenhurst,New York,40.6858,-73.371,27139,2672
Thomasville,North Carolina,35.8813,-80.0807,27130,2673
Asheboro,North Carolina,35.7158,-79.8127,27117,2674
Lochearn,Maryland,39.3461,-76.7307,27078,2675
Benicia,California,38.0725,-122.1526,27040,2676
Leisure City,Florida,25.4935,-80.4363,27033,2677
Plum,Pennsylvania,40.5024,-79.7495,27032,2678
Granite City,Illinois,38.7296,-90.1268,27026,2679
Wooster,Ohio,40.8172,-81.9336,27021,2680
Gladstone,Missouri,39.2134,-94.5592,26964,2681
Lemoore,California,36.2949,-119.7983,26955,2682
Wheeling,West Virginia,40.0752,-80.6951,26900,2683
Paducah,Kentucky,37.0711,-88.644,26869,2684
Union City,Georgia,33.5942,-84.5629,26869,2685
Shoreview,Minnesota,45.0842,-93.1358,26846,2686
Clayton,North Carolina,35.659,-78.4498,26837,2687
Temple Terrace,Florida,28.0436,-82.3773,26818,2688
Ives Estates,Florida,25.9632,-80.183,26814,2689
West Melbourne,Florida,28.0694,-80.6736,26762,2690
Vernon Hills,Illinois,42.234,-87.9608,26750,2691
Palm Springs,Florida,26.6348,-80.0969,26692,2692
Auburn,New York,42.9338,-76.5685,26674,2693
South Portland,Maine,43.631,-70.2895,26656,2694
Horn Lake,Mississippi,34.9512,-90.0501,26652,2695
Sun City West,Arizona,33.6695,-112.3573,26639,2696
Edwardsville,Illinois,38.7922,-89.9874,26622,2697
Carrollton,Georgia,33.5818,-85.0838,26622,2698
Plainview,New York,40.7832,-73.4732,26620,2699
South Pasadena,California,34.1103,-118.1573,26583,2700
Paramus,New Jersey,40.9455,-74.0712,26582,2701
Superior,Wisconsin,46.6941,-92.0823,26562,2702
Sanger,California,36.699,-119.5575,26553,2703
Cabot,Arkansas,34.9766,-92.0274,26543,2704
Mint Hill,North Carolina,35.1783,-80.6528,26537,2705
Eureka,California,40.7943,-124.1564,26519,2706
Brawley,California,32.9783,-115.5287,26509,2707
Shirley,New York,40.7936,-72.8748,26498,2708
Troy,Ohio,40.0437,-84.2186,26494,2709
Elmira,New York,42.0938,-76.8097,26494,2710
Apollo Beach,Florida,27.7618,-82.4003,26444,2711
Owatonna,Minnesota,44.0912,-93.2312,26400,2712
Camas,Washington,45.6005,-122.4304,26387,2713
East Chicago,Indiana,41.6469,-87.4545,26363,2714
Batavia,Illinois,41.8479,-88.3109,26355,2715
Windsor,California,38.5422,-122.8089,26320,2716
Wasco,California,35.5938,-119.3671,26317,2717
South Salt Lake,Utah,40.7057,-111.8986,26315,2718
Wright,Florida,30.4445,-86.6419,26272,2719
Pooler,Georgia,32.1043,-81.2569,26264,2720
Woodburn,Oregon,45.1472,-122.8603,26222,2721
Athens,Alabama,34.7843,-86.9503,26179,2722
Forest Grove,Oregon,45.5243,-123.1097,26160,2723
Imperial Beach,California,32.5693,-117.118,26157,2724
Austin,Minnesota,43.6721,-92.9784,26156,2725
Lockport,Illinois,41.5906,-88.0293,26119,2726
Terrytown,Louisiana,29.9014,-90.0279,26105,2727
Medina,Ohio,41.1358,-81.8695,26092,2728
Woodstock,Illinois,42.3096,-88.4353,26084,2729
Winona,Minnesota,44.0505,-91.6684,26083,2730
Northdale,Florida,28.1058,-82.5263,26079,2731
Key West,Florida,24.5642,-81.7775,26078,2732
Franklin,Indiana,39.4948,-86.0544,26073,2733
Keystone,Florida,28.1312,-82.5999,26059,2734
Ridgewood,New Jersey,40.9821,-74.1127,26043,2735
Hercules,California,38.0064,-122.2564,26041,2736
Fort Mill,South Carolina,35.0061,-80.9389,26022,2737
Cave Spring,Virginia,37.2254,-80.0072,26013,2738
Rosemount,Minnesota,44.7466,-93.0661,25993,2739
Wilsonville,Oregon,45.3109,-122.7702,25992,2740
Fairland,Maryland,39.0803,-76.9527,25987,2741
Lodi,New Jersey,40.8784,-74.0814,25969,2742
Palm City,Florida,27.1735,-80.2862,25957,2743
Big Spring,Texas,32.2389,-101.4799,25949,2744
Columbine,Colorado,39.5879,-105.0694,25940,2745
Elk River,Minnesota,45.3314,-93.567,25936,2746
Grandview,Missouri,38.8802,-94.5227,25921,2747
Bessemer,Alabama,33.3712,-86.9728,25890,2748
Norfolk,Nebraska,42.0324,-97.4217,25883,2749
Colleyville,Texas,32.8913,-97.1486,25876,2750
Jenks,Oklahoma,35.9981,-95.9736,25872,2751
El Cerrito,California,37.9196,-122.3025,25869,2752
Chanhassen,Minnesota,44.8546,-93.5621,25868,2753
Suitland,Maryland,38.8492,-76.9225,25839,2754
Inkster,Michigan,42.2935,-83.3148,25839,2755
Fort Washington,Maryland,38.7339,-77.0069,25825,2756
Marysville,Ohio,40.2279,-83.3595,25806,2757
Rockville Centre,New York,40.6643,-73.6383,25784,2758
Florence,Arizona,33.059,-111.4209,25783,2759
Palm River-Clair Mel,Florida,27.9239,-82.3791,25729,2760
Oxford,Mississippi,34.3627,-89.5336,25713,2761
Venice,Florida,27.1184,-82.4137,25710,2762
Pace,Florida,30.6188,-87.1667,25657,2763
West Chicago,Illinois,41.896,-88.2253,25632,2764
Trussville,Alabama,33.6405,-86.5815,25621,2765
Tumwater,Washington,46.9891,-122.9175,25617,2766
Moscow,Idaho,46.7308,-116.9986,25616,2767
Staunton,Virginia,38.1593,-79.0611,25581,2768
Derby,Kansas,37.5571,-97.2551,25551,2769
Stevens Point,Wisconsin,44.5241,-89.5507,25549,2770
Okemos,Michigan,42.7057,-84.4135,25549,2771
Cliffside Park,New Jersey,40.8222,-73.9879,25546,2772
Xenia,Ohio,39.6829,-83.9413,25499,2773
Fort Hood,Texas,31.1357,-97.7834,25476,2774
Kalispell,Montana,48.2153,-114.3274,25473,2775
South Bradenton,Florida,27.4612,-82.5822,25471,2776
Mercer Island,Washington,47.5661,-122.232,25464,2777
Silver Springs Shores,Florida,29.1126,-82.0149,25453,2778
West Whittier-Los Nietos,California,33.9759,-118.0689,25442,2779
Peekskill,New York,41.2884,-73.9227,25401,2780
Belvidere,Illinois,42.2543,-88.8649,25389,2781
Newberg,Oregon,45.3075,-122.9601,25379,2782
Holt,Michigan,42.6416,-84.5308,25374,2783
De Pere,Wisconsin,44.4308,-88.0785,25373,2784
Salem,Virginia,37.2864,-80.0555,25372,2785
Ottumwa,Iowa,41.0195,-92.4186,25359,2786
Tarpon Springs,Florida,28.1493,-82.7623,25355,2787
Galt,California,38.2698,-121.3004,25350,2788
Hazelwood,Missouri,38.7931,-90.3899,25345,2789
Norco,California,33.9252,-117.5498,25328,2790
Lafayette,California,37.8919,-122.1189,25310,2791
Mill Creek East,Washington,47.8361,-122.1877,25302,2792
Caledonia,Wisconsin,42.7986,-87.8762,25277,2793
Forney,Texas,32.744,-96.4529,25269,2794
Sebastian,Florida,27.7822,-80.4819,25266,2795
Kingsville,Texas,27.5094,-97.861,25265,2796
Elkridge,Maryland,39.1941,-76.7428,25251,2797
Reedley,California,36.5988,-119.4471,25248,2798
Barstow,California,34.8661,-117.0471,25235,2799
Avon Lake,Ohio,41.4944,-82.0159,25220,2800
Allendale,Michigan,42.9845,-85.9499,25206,2801
University Park,Texas,32.8506,-96.7937,25179,2802
Fish Hawk,Florida,27.8511,-82.2164,25179,2803
Melrose Park,Illinois,41.903,-87.8636,25177,2804
Walker,Michigan,42.9853,-85.7446,25175,2805
Barberton,Ohio,41.0095,-81.6037,25167,2806
Carteret,New Jersey,40.5849,-74.2284,25161,2807
Moses Lake,Washington,47.1279,-119.2759,25155,2808
Brandon,Mississippi,32.2778,-89.9896,25142,2809
North Tustin,California,33.7636,-117.7947,25131,2810
Conway,South Carolina,33.8401,-79.0431,25121,2811
Edgewood,Maryland,39.419,-76.2964,25116,2812
Dickinson,North Dakota,46.8918,-102.7925,25116,2813
Corsicana,Texas,32.0824,-96.4665,25107,2814
Mequon,Wisconsin,43.2352,-87.9839,25102,2815
Hastings,Nebraska,40.5961,-98.39,25098,2816
Newport,Rhode Island,41.4801,-71.3203,25087,2817
Muskego,Wisconsin,42.886,-88.1291,25073,2818
Romulus,Michigan,42.2237,-83.366,25055,2819
Seal Beach,California,33.7542,-118.0714,25046,2820
Waukee,Iowa,41.5985,-93.8869,25045,2821
Maywood,California,33.9886,-118.1877,25009,2822
Norton Shores,Michigan,43.1621,-86.2519,24984,2823
Sandusky,Ohio,41.4468,-82.7024,24964,2824
Sugar Hill,Georgia,34.108,-84.0558,24947,2825
Morton Grove,Illinois,42.0423,-87.789,24910,2826
Westchase,Florida,28.0597,-82.611,24891,2827
Loma Linda,California,34.045,-117.2498,24883,2828
Denison,Texas,33.7672,-96.5808,24872,2829
Watertown,New York,43.9734,-75.9094,24859,2830
Wyandotte,Michigan,42.2113,-83.1558,24857,2831
Perrysburg,Ohio,41.5377,-83.6413,24855,2832
Fort Dodge,Iowa,42.5098,-94.1751,24850,2833
Kuna,Idaho,43.488,-116.3933,24845,2834
Arnold,Maryland,39.0437,-76.4974,24825,2835
Carolina Forest,South Carolina,33.7651,-78.913,24823,2836
Avon,Ohio,41.4485,-82.0187,24822,2837
Riverbank,California,37.726,-120.9433,24803,2838
Bailey's Crossroads,Virginia,38.8477,-77.1305,24785,2839
Ardmore,Oklahoma,34.1949,-97.1256,24784,2840
Soledad,California,36.4432,-121.3426,24781,2841
Zanesville,Ohio,39.9565,-82.0132,24772,2842
San Benito,Texas,26.1298,-97.644,24766,2843
Frederickson,Washington,47.0916,-122.3603,24741,2844
Medford,New York,40.822,-72.9859,24738,2845
Cloverleaf,Texas,29.7882,-95.1724,24735,2846
Lutz,Florida,28.1396,-82.4467,24721,2847
Dinuba,California,36.5453,-119.3987,24713,2848
North Potomac,Maryland,39.0955,-77.2373,24692,2849
Bainbridge Island,Washington,47.6439,-122.5434,24681,2850
Dix Hills,New York,40.8033,-73.3375,24652,2851
Greenbelt,Maryland,38.9953,-76.8885,24646,2852
Bayonet Point,Florida,28.3254,-82.6834,24628,2853
Ridgeland,Mississippi,32.4236,-90.1481,24618,2854
Coral Terrace,Florida,25.7464,-80.3049,24597,2855
Auburn Hills,Michigan,42.6735,-83.2448,24593,2856
Selma,California,36.5715,-119.6143,24576,2857
Paris,Texas,33.6688,-95.546,24574,2858
Zion,Illinois,42.4603,-87.8511,24570,2859
Clinton,Iowa,41.8435,-90.2412,24524,2860
Centerville,Ohio,39.6339,-84.1449,24510,2861
Homer Glen,Illinois,41.6043,-87.9497,24507,2862
Riverside,Ohio,39.7835,-84.1219,24482,2863
Oak Ridge,Florida,28.4727,-81.4169,24476,2864
Leland,North Carolina,34.2042,-78.0279,24473,2865
Socastee,South Carolina,33.6871,-79.0086,24464,2866
Farmington,Utah,40.9845,-111.9065,24463,2867
Oak Harbor,Washington,48.2964,-122.6333,24458,2868
Herndon,Virginia,38.9699,-77.3867,24456,2869
Ponca City,Oklahoma,36.7235,-97.0677,24441,2870
Landover,Maryland,38.9241,-76.8875,24430,2871
North Augusta,South Carolina,33.5214,-81.9547,24425,2872
King of Prussia,Pennsylvania,40.0963,-75.3821,24423,2873
Decatur,Georgia,33.7711,-84.2963,24421,2874
Faribault,Minnesota,44.2996,-93.2789,24418,2875
North Laurel,Maryland,39.1285,-76.8476,24414,2876
Bay Point,California,38.0329,-121.9615,24407,2877
Happy Valley,Oregon,45.4358,-122.5081,24381,2878
Benbrook,Texas,32.6788,-97.4637,24366,2879
Port St. John,Florida,28.4757,-80.8104,24366,2880
West Memphis,Arkansas,35.153,-90.1996,24351,2881
Kerrville,Texas,30.0398,-99.132,24333,2882
Ballenger Creek,Maryland,39.3807,-77.4206,24325,2883
Ladera Ranch,California,33.5492,-117.6417,24323,2884
White Bear Lake,Minnesota,45.0656,-93.015,24317,2885
Collinsville,Illinois,38.677,-90.0063,24294,2886
Elmwood Park,Illinois,41.9225,-87.8163,24281,2887
Starkville,Mississippi,33.4608,-88.8297,24274,2888
South Plainfield,New Jersey,40.5748,-74.4152,24273,2889
Westmont,Illinois,41.7948,-87.9742,24271,2890
Wekiwa Springs,Florida,28.6984,-81.4251,24270,2891
Palmetto Bay,Florida,25.6219,-80.3221,24267,2892
Somerset,New Jersey,40.5083,-74.501,24246,2893
Fairfax,Virginia,38.8531,-77.2997,24242,2894
Belton,Missouri,38.8192,-94.5335,24241,2895
North Lynnwood,Washington,47.8533,-122.2762,24235,2896
Pelham,Alabama,33.3114,-86.7573,24221,2897
Yukon,Oklahoma,35.5201,-97.7639,24198,2898
Simpsonville,South Carolina,34.7287,-82.2569,24133,2899
Emporia,Kansas,38.4028,-96.1932,24118,2900
Saginaw,Texas,32.8657,-97.3654,24106,2901
Bloomingdale,Florida,27.8784,-82.2624,24103,2902
Wadsworth,Ohio,41.0279,-81.7323,24073,2903
Rolling Meadows,Illinois,42.0747,-88.0252,24054,2904
Solon,Ohio,41.3865,-81.44,24053,2905
Mandan,North Dakota,46.829,-100.887,24049,2906
Auburn,Maine,44.0851,-70.2492,24038,2907
Columbus,Nebraska,41.4366,-97.3565,24035,2908
Bellview,Florida,30.462,-87.312,24035,2909
Jasmine Estates,Florida,28.293,-82.6907,24032,2910
Kingston,New York,41.9295,-73.9968,24018,2911
Papillion,Nebraska,41.1511,-96.0665,24016,2912
Burlington,Iowa,40.8071,-91.1247,23976,2913
San Fernando,California,34.2886,-118.4362,23958,2914
Columbus,Mississippi,33.5088,-88.4096,23896,2915
Freeport,Illinois,42.2891,-89.6346,23884,2916
Johnston,Iowa,41.691,-93.7234,23856,2917
Rosemont,California,38.5478,-121.3553,23845,2918
South Elgin,Illinois,41.9906,-88.3135,23841,2919
Webster Groves,Missouri,38.5866,-90.3544,23838,2920
Willoughby,Ohio,41.6459,-81.4084,23823,2921
Farragut,Tennessee,35.8731,-84.1821,23795,2922
Highland,Indiana,41.5483,-87.4588,23794,2923
Fountain Hills,Arizona,33.6073,-111.7398,23739,2924
Munster,Indiana,41.5468,-87.504,23731,2925
Waverly,Michigan,42.7401,-84.6354,23723,2926
Patterson,California,37.4758,-121.1536,23678,2927
Shelbyville,Tennessee,35.4987,-86.4517,23676,2928
Muscatine,Iowa,41.4195,-91.068,23671,2929
Greenfield,Indiana,39.7937,-85.7738,23669,2930
Champlin,Minnesota,45.1702,-93.3903,23666,2931
Lexington,South Carolina,33.989,-81.2202,23665,2932
Roseburg,Oregon,43.2231,-123.352,23657,2933
Kenmore,Washington,47.7516,-122.2489,23611,2934
Fresno,Texas,29.5357,-95.4696,23608,2935
Mountain House,California,37.7673,-121.5449,23590,2936
Jacksonville Beach,Florida,30.2782,-81.4045,23583,2937
Middletown,Delaware,39.445,-75.7183,23573,2938
Brookings,South Dakota,44.3022,-96.7859,23530,2939
Nixa,Missouri,37.0453,-93.2959,23523,2940
Watauga,Texas,32.8719,-97.2515,23509,2941
Marshall,Texas,32.537,-94.3515,23509,2942
Lisle,Illinois,41.7918,-88.0888,23499,2943
Gardner,Kansas,38.8122,-94.9275,23488,2944
Farmington,Minnesota,44.6572,-93.1687,23487,2945
Griffin,Georgia,33.2418,-84.2748,23485,2946
Maple Heights,Ohio,41.4094,-81.5625,23473,2947
Copiague,New York,40.6707,-73.3922,23442,2948
Vega Baja,Puerto Rico,18.4406,-66.3997,23418,2949
Van Buren,Arkansas,35.4483,-94.3528,23398,2950
Clinton,Utah,41.1395,-112.0656,23389,2951
Maywood,Illinois,41.8798,-87.8442,23385,2952
West Springfield,Virginia,38.7771,-77.2268,23372,2953
Rock Springs,Wyoming,41.5947,-109.2209,23361,2954
Pottstown,Pennsylvania,40.2508,-75.6445,23356,2955
North Platte,Nebraska,41.1263,-100.7641,23309,2956
Camp Springs,Maryland,38.8052,-76.9199,23269,2957
Linda,California,39.1241,-121.5421,23262,2958
Martha Lake,Washington,47.8479,-122.2327,23259,2959
Cockeysville,Maryland,39.4804,-76.6294,23246,2960
Cottage Lake,Washington,47.7466,-122.0755,23233,2961
Raymore,Missouri,38.8029,-94.4583,23232,2962
Pickerington,Ohio,39.889,-82.7678,23229,2963
Union Hill-Novelty Hill,Washington,47.6788,-122.0284,23173,2964
Eastmont,Washington,47.8968,-122.1818,23173,2965
Ashland,California,37.6942,-122.1159,23164,2966
New Brighton,Minnesota,45.0658,-93.206,23141,2967
Edgewater,Florida,28.9594,-80.9406,23138,2968
Belton,Texas,31.0525,-97.479,23137,2969
Easley,South Carolina,34.8188,-82.5827,23135,2970
Trotwood,Ohio,39.7926,-84.3165,23125,2971
Oakdale,California,37.7618,-120.8468,23120,2972
Liberty Triangle,Florida,29.076,-82.2191,23112,2973
Chantilly,Virginia,38.8868,-77.4453,23107,2974
Calabasas,California,34.1375,-118.6689,23106,2975
Cartersville,Georgia,34.1644,-84.8009,23103,2976
Eustis,Florida,28.8563,-81.6771,23101,2977
Bear,Delaware,39.6189,-75.6808,23070,2978
Chester,Virginia,37.3531,-77.4342,23068,2979
Cata̱o,Puerto Rico,18.4375,-66.144,23060,2980
Bloomington,California,34.0601,-117.4013,23051,2981
Hopewell,Virginia,37.2915,-77.2985,23046,2982
Fernley,Nevada,39.5627,-119.1906,23035,2983
Glassboro,New Jersey,39.7014,-75.1113,23014,2984
Hudson,Ohio,41.2399,-81.4408,23005,2985
Taylors,South Carolina,34.9157,-82.3124,23005,2986
Radcliff,Kentucky,37.8204,-85.9365,22981,2987
Watertown,Wisconsin,43.1893,-88.7285,22978,2988
Brent,Florida,30.4727,-87.2495,22969,2989
Woodlawn,Virginia,38.7332,-77.1149,22966,2990
Searcy,Arkansas,35.2418,-91.7351,22961,2991
Crystal,Minnesota,45.0377,-93.3599,22954,2992
Nocatee,Florida,30.0927,-81.4095,22950,2993
Christiansburg,Virginia,37.1406,-80.4036,22947,2994
Laguna Beach,California,33.5455,-117.7613,22943,2995
Loves Park,Illinois,42.3364,-88.9975,22935,2996
Blue Island,Illinois,41.6578,-87.6811,22934,2997
Prairie Village,Kansas,38.9874,-94.6362,22922,2998
Keene,New Hampshire,42.9494,-72.2998,22907,2999
Garden City,New York,40.7266,-73.6447,22871,3000
Roselle,Illinois,41.9809,-88.0861,22846,3001
Machesney Park,Illinois,42.3666,-89.0266,22840,3002
Katy,Texas,29.7905,-95.8353,22826,3003
Millbrae,California,37.5994,-122.4023,22825,3004
Hialeah Gardens,Florida,25.8878,-80.3569,22815,3005
Corcoran,California,36.0841,-119.5613,22808,3006
Brambleton,Virginia,38.9803,-77.5323,22796,3007
Pecan Grove,Texas,29.6235,-95.733,22784,3008
Sun Valley,Nevada,39.6104,-119.777,22775,3009
Duncan,Oklahoma,34.5408,-97.9215,22759,3010
Villa Park,Illinois,41.8865,-87.9779,22753,3011
Junction City,Kansas,39.0277,-96.8508,22738,3012
Watertown,South Dakota,44.9094,-97.1532,22718,3013
Hazel Dell,Washington,45.6797,-122.6553,22714,3014
Anthem,Arizona,33.856,-112.1168,22708,3015
The Crossings,Florida,25.6708,-80.4018,22708,3016
Candler-McAfee,Georgia,33.7267,-84.2723,22707,3017
Kapolei,Hawaii,21.3399,-158.0677,22701,3018
Allison Park,Pennsylvania,40.573,-79.9603,22701,3019
Athens,Ohio,39.327,-82.0987,22698,3020
North Plainfield,New Jersey,40.6209,-74.4386,22695,3021
Cudahy,California,33.9631,-118.183,22657,3022
East San Gabriel,California,34.1157,-118.0791,22654,3023
Fairhope,Alabama,30.5209,-87.8813,22605,3024
Bonney Lake,Washington,47.1791,-122.17,22590,3025
Summit,New Jersey,40.7154,-74.3647,22555,3026
East Peoria,Illinois,40.6736,-89.5419,22552,3027
Florida Ridge,Florida,27.5805,-80.3848,22549,3028
Horizon City,Texas,31.6799,-106.1903,22537,3029
Greenwood,South Carolina,34.1947,-82.1542,22528,3030
Cherry Hill,Virginia,38.5696,-77.2895,22505,3031
Corinth,Texas,33.1434,-97.0682,22502,3032
Roselle,New Jersey,40.6527,-74.2599,22500,3033
Coralville,Iowa,41.699,-91.5967,22494,3034
Willowbrook,California,33.9209,-118.2356,22491,3035
Biddeford,Maine,43.4673,-70.4511,22438,3036
Bloomingdale,Illinois,41.9497,-88.0895,22435,3037
Albertville,Alabama,34.2633,-86.2108,22433,3038
Rancho San Diego,California,32.7624,-116.9197,22430,3039
La Porte,Indiana,41.6069,-86.7142,22409,3040
Central Falls,Rhode Island,41.8901,-71.3934,22359,3041
Waynesboro,Virginia,38.0674,-78.9014,22341,3042
